Date,IndexLevel,IndexName
9/13/21,4468.73,S&P500
9/14/21,4443.05,S&P500
9/15/21,4480.7,S&P500
9/16/21,4473.75,S&P500
9/17/21,4432.99,S&P500
9/20/21,4357.73,S&P500
9/21/21,4354.19,S&P500
9/22/21,4395.64,S&P500
9/23/21,4448.98,S&P500
9/24/21,4455.48,S&P500
9/27/21,4443.11,S&P500
9/28/21,4352.63,S&P500
9/29/21,4359.46,S&P500
9/30/21,4307.54,S&P500
10/1/21,4357.04,S&P500
10/4/21,4300.46,S&P500
10/5/21,4345.72,S&P500
10/6/21,4363.55,S&P500
10/7/21,4399.76,S&P500
10/8/21,4391.34,S&P500
10/11/21,4361.19,S&P500
10/12/21,4350.65,S&P500
10/13/21,4363.8,S&P500
10/14/21,4438.26,S&P500
10/15/21,4471.37,S&P500
10/18/21,4486.46,S&P500
10/19/21,4519.63,S&P500
10/20/21,4536.19,S&P500
10/21/21,4549.78,S&P500
10/22/21,4544.9,S&P500
10/25/21,4566.48,S&P500
10/26/21,4574.79,S&P500
10/27/21,4551.68,S&P500
10/28/21,4596.42,S&P500
10/29/21,4605.38,S&P500
11/1/21,4613.67,S&P500
11/2/21,4630.65,S&P500
11/3/21,4660.57,S&P500
11/4/21,4680.06,S&P500
11/5/21,4697.53,S&P500
11/8/21,4701.7,S&P500
11/9/21,4685.25,S&P500
11/10/21,4646.71,S&P500
11/11/21,4649.27,S&P500
11/12/21,4682.85,S&P500
11/15/21,4682.8,S&P500
11/16/21,4700.9,S&P500
11/17/21,4688.67,S&P500
11/18/21,4704.54,S&P500
11/19/21,4697.96,S&P500
11/22/21,4682.94,S&P500
11/23/21,4690.7,S&P500
11/24/21,4701.46,S&P500
11/26/21,4594.62,S&P500
11/29/21,4655.27,S&P500
11/30/21,4567,S&P500
12/1/21,4513.04,S&P500
12/2/21,4577.1,S&P500
12/3/21,4538.43,S&P500
12/6/21,4591.67,S&P500
12/7/21,4686.75,S&P500
12/8/21,4701.21,S&P500
12/9/21,4667.45,S&P500
12/10/21,4712.02,S&P500
12/13/21,4668.97,S&P500
12/14/21,4634.09,S&P500
12/15/21,4709.85,S&P500
12/16/21,4668.67,S&P500
12/17/21,4620.64,S&P500
12/20/21,4568.02,S&P500
12/21/21,4649.23,S&P500
12/22/21,4696.56,S&P500
12/23/21,4725.79,S&P500
12/27/21,4791.19,S&P500
12/28/21,4786.35,S&P500
12/29/21,4793.06,S&P500
12/30/21,4778.73,S&P500
12/31/21,4766.18,S&P500
1/3/22,4796.56,S&P500
1/4/22,4793.54,S&P500
1/5/22,4700.58,S&P500
1/6/22,4696.05,S&P500
1/7/22,4677.03,S&P500
1/10/22,4670.29,S&P500
1/11/22,4713.07,S&P500
1/12/22,4726.35,S&P500
1/13/22,4659.03,S&P500
1/14/22,4662.85,S&P500
1/18/22,4577.11,S&P500
1/19/22,4532.76,S&P500
1/20/22,4482.73,S&P500
1/21/22,4397.94,S&P500
1/24/22,4410.13,S&P500
1/25/22,4356.45,S&P500
1/26/22,4349.93,S&P500
1/27/22,4326.51,S&P500
1/28/22,4431.85,S&P500
1/31/22,4515.55,S&P500
2/1/22,4546.54,S&P500
2/2/22,4589.38,S&P500
2/3/22,4477.44,S&P500
2/4/22,4500.53,S&P500
2/7/22,4483.87,S&P500
2/8/22,4521.54,S&P500
2/9/22,4587.18,S&P500
2/10/22,4504.08,S&P500
2/11/22,4418.64,S&P500
2/14/22,4401.67,S&P500
2/15/22,4471.07,S&P500
2/16/22,4475.01,S&P500
2/17/22,4380.26,S&P500
2/18/22,4348.87,S&P500
2/22/22,4304.76,S&P500
2/23/22,4225.5,S&P500
2/24/22,4288.7,S&P500
2/25/22,4384.65,S&P500
2/28/22,4373.94,S&P500
3/1/22,4306.26,S&P500
3/2/22,4386.54,S&P500
3/3/22,4363.49,S&P500
3/4/22,4328.87,S&P500
3/7/22,4201.09,S&P500
3/8/22,4170.7,S&P500
3/9/22,4277.88,S&P500
3/10/22,4259.52,S&P500
3/11/22,4204.31,S&P500
3/14/22,4173.11,S&P500
3/15/22,4262.45,S&P500
3/16/22,4357.86,S&P500
3/17/22,4411.67,S&P500
3/18/22,4463.12,S&P500
3/21/22,4461.18,S&P500
3/22/22,4511.61,S&P500
3/23/22,4456.24,S&P500
3/24/22,4520.16,S&P500
3/25/22,4543.06,S&P500
3/28/22,4575.52,S&P500
3/29/22,4631.6,S&P500
3/30/22,4602.45,S&P500
3/31/22,4530.41,S&P500
4/1/22,4545.86,S&P500
4/4/22,4582.64,S&P500
4/5/22,4525.12,S&P500
4/6/22,4481.15,S&P500
4/7/22,4500.21,S&P500
4/8/22,4488.28,S&P500
4/11/22,4412.53,S&P500
4/12/22,4397.45,S&P500
4/13/22,4446.59,S&P500
4/14/22,4392.59,S&P500
4/18/22,4391.69,S&P500
4/19/22,4462.21,S&P500
4/20/22,4459.45,S&P500
4/21/22,4393.66,S&P500
4/22/22,4271.78,S&P500
4/25/22,4296.12,S&P500
4/26/22,4175.2,S&P500
4/27/22,4183.96,S&P500
4/28/22,4287.5,S&P500
4/29/22,4131.93,S&P500
5/2/22,4155.38,S&P500
5/3/22,4175.48,S&P500
5/4/22,4300.17,S&P500
5/5/22,4146.87,S&P500
5/6/22,4123.34,S&P500
5/9/22,3991.24,S&P500
5/10/22,4001.05,S&P500
5/11/22,3935.18,S&P500
5/12/22,3930.08,S&P500
5/13/22,4023.89,S&P500
5/16/22,4008.01,S&P500
5/17/22,4088.85,S&P500
5/18/22,3923.68,S&P500
5/19/22,3900.79,S&P500
5/20/22,3901.36,S&P500
5/23/22,3973.75,S&P500
5/24/22,3941.48,S&P500
5/25/22,3978.73,S&P500
5/26/22,4057.84,S&P500
5/27/22,4158.24,S&P500
5/31/22,4132.15,S&P500
6/1/22,4101.23,S&P500
6/2/22,4176.82,S&P500
6/3/22,4108.54,S&P500
6/6/22,4121.43,S&P500
6/7/22,4160.68,S&P500
6/8/22,4115.77,S&P500
6/9/22,4017.82,S&P500
6/10/22,3900.86,S&P500
6/13/22,3749.63,S&P500
6/14/22,3735.48,S&P500
6/15/22,3789.99,S&P500
6/16/22,3666.77,S&P500
6/17/22,3674.84,S&P500
6/21/22,3764.79,S&P500
6/22/22,3759.89,S&P500
6/23/22,3795.73,S&P500
6/24/22,3911.74,S&P500
6/27/22,3900.11,S&P500
6/28/22,3821.55,S&P500
6/29/22,3818.83,S&P500
6/30/22,3785.38,S&P500
7/1/22,3825.33,S&P500
7/5/22,3831.39,S&P500
7/6/22,3845.08,S&P500
7/7/22,3902.62,S&P500
7/8/22,3899.38,S&P500
7/11/22,3854.43,S&P500
7/12/22,3818.8,S&P500
7/13/22,3801.78,S&P500
7/14/22,3790.38,S&P500
7/15/22,3863.16,S&P500
7/18/22,3830.85,S&P500
7/19/22,3936.69,S&P500
7/20/22,3959.9,S&P500
7/21/22,3998.95,S&P500
7/22/22,3961.63,S&P500
7/25/22,3966.84,S&P500
7/26/22,3921.05,S&P500
7/27/22,4023.61,S&P500
7/28/22,4072.43,S&P500
7/29/22,4130.29,S&P500
8/1/22,4118.63,S&P500
8/2/22,4091.19,S&P500
8/3/22,4155.17,S&P500
8/4/22,4151.94,S&P500
8/5/22,4145.19,S&P500
8/8/22,4140.06,S&P500
8/9/22,4122.47,S&P500
8/10/22,4210.24,S&P500
8/11/22,4207.27,S&P500
8/12/22,4280.15,S&P500
8/15/22,4297.14,S&P500
8/16/22,4305.2,S&P500
8/17/22,4274.04,S&P500
8/18/22,4283.74,S&P500
8/19/22,4228.48,S&P500
8/22/22,4137.99,S&P500
8/23/22,4128.73,S&P500
8/24/22,4140.77,S&P500
8/25/22,4199.12,S&P500
8/26/22,4057.66,S&P500
8/29/22,4030.61,S&P500
8/30/22,3986.16,S&P500
8/31/22,3955,S&P500
9/1/22,3966.85,S&P500
9/2/22,3924.26,S&P500
9/6/22,3908.19,S&P500
9/7/22,3979.87,S&P500
9/8/22,4006.18,S&P500
9/9/22,4067.36,S&P500
9/12/22,4110.41,S&P500
9/13/22,3932.69,S&P500
9/14/22,3946.01,S&P500
9/15/22,3901.35,S&P500
9/16/22,3873.33,S&P500
9/19/22,3899.89,S&P500
9/20/22,3855.93,S&P500
9/21/22,3789.93,S&P500
9/22/22,3757.99,S&P500
9/23/22,3693.23,S&P500
9/26/22,3655.04,S&P500
9/27/22,3647.29,S&P500
9/28/22,3719.04,S&P500
9/29/22,3640.47,S&P500
9/30/22,3585.62,S&P500
10/3/22,3678.43,S&P500
10/4/22,3790.93,S&P500
10/5/22,3783.28,S&P500
10/6/22,3744.52,S&P500
10/7/22,3639.66,S&P500
10/10/22,3612.39,S&P500
10/11/22,3588.84,S&P500
10/12/22,3577.03,S&P500
10/13/22,3669.91,S&P500
10/14/22,3583.07,S&P500
10/17/22,3677.95,S&P500
10/18/22,3719.98,S&P500
10/19/22,3695.16,S&P500
10/20/22,3665.78,S&P500
10/21/22,3752.75,S&P500
10/24/22,3797.34,S&P500
10/25/22,3859.11,S&P500
10/26/22,3830.6,S&P500
10/27/22,3807.3,S&P500
10/28/22,3901.06,S&P500
10/31/22,3871.98,S&P500
11/1/22,3856.1,S&P500
11/2/22,3759.69,S&P500
11/3/22,3719.89,S&P500
11/4/22,3770.55,S&P500
11/7/22,3806.8,S&P500
11/8/22,3828.11,S&P500
11/9/22,3748.57,S&P500
11/10/22,3956.37,S&P500
11/11/22,3992.93,S&P500
11/14/22,3957.25,S&P500
11/15/22,3991.73,S&P500
11/16/22,3958.79,S&P500
11/17/22,3946.56,S&P500
11/18/22,3965.34,S&P500
11/21/22,3949.94,S&P500
11/22/22,4003.58,S&P500
11/23/22,4027.26,S&P500
11/25/22,4026.12,S&P500
11/28/22,3963.94,S&P500
11/29/22,3957.63,S&P500
11/30/22,4080.11,S&P500
12/1/22,4076.57,S&P500
12/2/22,4071.7,S&P500
12/5/22,3998.84,S&P500
12/6/22,3941.26,S&P500
12/7/22,3933.92,S&P500
12/8/22,3963.51,S&P500
12/9/22,3934.38,S&P500
12/12/22,3990.56,S&P500
12/13/22,4019.65,S&P500
12/14/22,3995.32,S&P500
12/15/22,3895.75,S&P500
12/16/22,3852.36,S&P500
12/19/22,3817.66,S&P500
12/20/22,3821.62,S&P500
12/21/22,3878.44,S&P500
12/22/22,3822.39,S&P500
12/23/22,3844.82,S&P500
12/27/22,3829.25,S&P500
12/28/22,3783.22,S&P500
12/29/22,3849.28,S&P500
12/30/22,3839.5,S&P500
1/3/23,3824.14,S&P500
1/4/23,3852.97,S&P500
1/5/23,3808.1,S&P500
1/6/23,3895.08,S&P500
1/9/23,3892.09,S&P500
1/10/23,3919.25,S&P500
1/11/23,3969.61,S&P500
1/12/23,3983.17,S&P500
1/13/23,3999.09,S&P500
1/17/23,3990.97,S&P500
1/18/23,3928.86,S&P500
1/19/23,3898.85,S&P500
1/20/23,3972.61,S&P500
1/23/23,4019.81,S&P500
1/24/23,4016.95,S&P500
1/25/23,4016.22,S&P500
1/26/23,4060.43,S&P500
1/27/23,4070.56,S&P500
1/30/23,4017.77,S&P500
1/31/23,4076.6,S&P500
2/1/23,4119.21,S&P500
2/2/23,4179.76,S&P500
2/3/23,4136.48,S&P500
2/6/23,4111.08,S&P500
2/7/23,4164,S&P500
2/8/23,4117.86,S&P500
2/9/23,4081.5,S&P500
2/10/23,4090.46,S&P500
2/13/23,4137.29,S&P500
2/14/23,4136.13,S&P500
2/15/23,4147.6,S&P500
2/16/23,4090.41,S&P500
2/17/23,4079.09,S&P500
2/21/23,3997.34,S&P500
2/22/23,3991.05,S&P500
2/23/23,4012.32,S&P500
2/24/23,3970.04,S&P500
2/27/23,3982.24,S&P500
2/28/23,3970.15,S&P500
3/1/23,3951.39,S&P500
3/2/23,3981.35,S&P500
3/3/23,4045.64,S&P500
3/6/23,4048.42,S&P500
3/7/23,3986.37,S&P500
3/8/23,3992.01,S&P500
3/9/23,3918.32,S&P500
3/10/23,3861.59,S&P500
3/13/23,3855.76,S&P500
3/14/23,3919.29,S&P500
3/15/23,3891.93,S&P500
3/16/23,3960.28,S&P500
3/17/23,3916.64,S&P500
3/20/23,3951.57,S&P500
3/21/23,4002.87,S&P500
3/22/23,3936.97,S&P500
3/23/23,3948.72,S&P500
3/24/23,3970.99,S&P500
3/27/23,3977.53,S&P500
3/28/23,3971.27,S&P500
3/29/23,4027.81,S&P500
3/30/23,4050.83,S&P500
3/31/23,4109.31,S&P500
4/3/23,4124.51,S&P500
4/4/23,4100.6,S&P500
4/5/23,4090.38,S&P500
4/6/23,4105.02,S&P500
4/10/23,4109.11,S&P500
4/11/23,4108.94,S&P500
4/12/23,4091.95,S&P500
4/13/23,4146.22,S&P500
4/14/23,4137.64,S&P500
4/17/23,4151.32,S&P500
4/18/23,4154.87,S&P500
4/19/23,4154.52,S&P500
4/20/23,4129.79,S&P500
4/21/23,4133.52,S&P500
4/24/23,4137.04,S&P500
4/25/23,4071.63,S&P500
4/26/23,4055.99,S&P500
4/27/23,4135.35,S&P500
4/28/23,4169.48,S&P500
5/1/23,4167.87,S&P500
5/2/23,4119.58,S&P500
5/3/23,4090.75,S&P500
5/4/23,4061.22,S&P500
5/5/23,4136.25,S&P500
5/8/23,4138.12,S&P500
5/9/23,4119.17,S&P500
5/10/23,4137.64,S&P500
5/11/23,4130.62,S&P500
5/12/23,4124.08,S&P500
5/15/23,4136.28,S&P500
5/16/23,4109.9,S&P500
5/17/23,4158.77,S&P500
5/18/23,4198.05,S&P500
5/19/23,4191.98,S&P500
5/22/23,4192.63,S&P500
5/23/23,4145.58,S&P500
5/24/23,4115.24,S&P500
5/25/23,4151.28,S&P500
5/26/23,4205.45,S&P500
5/30/23,4205.52,S&P500
5/31/23,4179.83,S&P500
6/1/23,4221.02,S&P500
6/2/23,4282.37,S&P500
6/5/23,4273.79,S&P500
6/6/23,4283.85,S&P500
6/7/23,4267.52,S&P500
6/8/23,4293.93,S&P500
6/9/23,4298.86,S&P500
6/12/23,4338.93,S&P500
6/13/23,4369.01,S&P500
6/14/23,4372.59,S&P500
6/15/23,4425.84,S&P500
6/16/23,4409.59,S&P500
6/20/23,4388.71,S&P500
6/21/23,4365.69,S&P500
6/22/23,4381.89,S&P500
6/23/23,4348.33,S&P500
6/26/23,4328.82,S&P500
6/27/23,4378.41,S&P500
6/28/23,4376.86,S&P500
6/29/23,4396.44,S&P500
6/30/23,4450.38,S&P500
7/3/23,4455.59,S&P500
7/5/23,4446.82,S&P500
7/6/23,4411.59,S&P500
7/7/23,4398.95,S&P500
7/10/23,4409.53,S&P500
7/11/23,4439.26,S&P500
7/12/23,4472.16,S&P500
7/13/23,4510.04,S&P500
7/14/23,4505.42,S&P500
7/17/23,4522.79,S&P500
7/18/23,4554.98,S&P500
7/19/23,4565.72,S&P500
7/20/23,4534.87,S&P500
7/21/23,4536.34,S&P500
7/24/23,4554.64,S&P500
7/25/23,4567.46,S&P500
7/26/23,4566.75,S&P500
7/27/23,4537.41,S&P500
7/28/23,4582.23,S&P500
7/31/23,4588.96,S&P500
8/1/23,4576.73,S&P500
8/2/23,4513.39,S&P500
8/3/23,4501.89,S&P500
8/4/23,4478.03,S&P500
8/7/23,4518.44,S&P500
8/8/23,4499.38,S&P500
8/9/23,4467.71,S&P500
8/10/23,4468.83,S&P500
8/11/23,4464.05,S&P500
8/14/23,4489.72,S&P500
8/15/23,4437.86,S&P500
8/16/23,4404.33,S&P500
8/17/23,4370.36,S&P500
8/18/23,4369.71,S&P500
8/21/23,4399.77,S&P500
8/22/23,4387.55,S&P500
8/23/23,4436.01,S&P500
8/24/23,4376.31,S&P500
8/25/23,4405.71,S&P500
8/28/23,4433.31,S&P500
8/29/23,4497.63,S&P500
8/30/23,4514.87,S&P500
8/31/23,4507.66,S&P500
9/1/23,4515.77,S&P500
9/5/23,4496.83,S&P500
9/6/23,4465.48,S&P500
9/7/23,4451.14,S&P500
9/8/23,4457.49,S&P500
9/11/23,4487.46,S&P500
9/12/23,4461.9,S&P500
9/13/23,4467.44,S&P500
9/14/23,4505.1,S&P500
9/15/23,4450.32,S&P500
9/18/23,4453.53,S&P500
9/19/23,4443.95,S&P500
9/20/23,4402.2,S&P500
9/21/23,4330,S&P500
9/22/23,4320.06,S&P500
9/25/23,4337.44,S&P500
9/26/23,4273.53,S&P500
9/27/23,4274.51,S&P500
9/28/23,4299.7,S&P500
9/29/23,4288.05,S&P500
10/2/23,4288.39,S&P500
10/3/23,4229.45,S&P500
10/4/23,4263.75,S&P500
10/5/23,4258.19,S&P500
10/6/23,4308.5,S&P500
10/9/23,4335.66,S&P500
10/10/23,4358.24,S&P500
10/11/23,4376.95,S&P500
10/12/23,4349.61,S&P500
10/13/23,4327.78,S&P500
10/16/23,4373.63,S&P500
10/17/23,4373.2,S&P500
10/18/23,4314.6,S&P500
10/19/23,4278,S&P500
10/20/23,4224.16,S&P500
10/23/23,4217.04,S&P500
10/24/23,4247.68,S&P500
10/25/23,4186.77,S&P500
10/26/23,4137.23,S&P500
10/27/23,4117.37,S&P500
10/30/23,4166.82,S&P500
10/31/23,4193.8,S&P500
11/1/23,4237.86,S&P500
11/2/23,4317.78,S&P500
11/3/23,4358.34,S&P500
11/6/23,4365.98,S&P500
11/7/23,4378.38,S&P500
11/8/23,4382.78,S&P500
11/9/23,4347.35,S&P500
11/10/23,4415.24,S&P500
11/13/23,4411.55,S&P500
11/14/23,4495.7,S&P500
11/15/23,4502.88,S&P500
11/16/23,4508.24,S&P500
11/17/23,4514.02,S&P500
11/20/23,4547.38,S&P500
11/21/23,4538.19,S&P500
11/22/23,4556.62,S&P500
11/24/23,4559.34,S&P500
11/27/23,4550.43,S&P500
11/28/23,4554.89,S&P500
11/29/23,4550.58,S&P500
11/30/23,4567.8,S&P500
12/1/23,4594.63,S&P500
12/4/23,4569.78,S&P500
12/5/23,4567.18,S&P500
12/6/23,4549.34,S&P500
12/7/23,4585.59,S&P500
12/8/23,4604.37,S&P500
12/11/23,4622.44,S&P500
12/12/23,4643.7,S&P500
12/13/23,4707.09,S&P500
12/14/23,4719.55,S&P500
12/15/23,4719.19,S&P500
12/18/23,4740.56,S&P500
12/19/23,4768.37,S&P500
12/20/23,4698.35,S&P500
12/21/23,4746.75,S&P500
12/22/23,4754.63,S&P500
12/26/23,4774.75,S&P500
12/27/23,4781.58,S&P500
12/28/23,4783.35,S&P500
12/29/23,4769.83,S&P500
1/2/24,4742.83,S&P500
1/3/24,4704.81,S&P500
1/4/24,4688.68,S&P500
1/5/24,4697.24,S&P500
1/8/24,4763.54,S&P500
1/9/24,4756.5,S&P500
1/10/24,4783.45,S&P500
1/11/24,4780.24,S&P500
1/12/24,4783.83,S&P500
1/16/24,4765.98,S&P500
1/17/24,4739.21,S&P500
1/18/24,4780.94,S&P500
1/19/24,4839.81,S&P500
1/22/24,4850.43,S&P500
1/23/24,4864.6,S&P500
1/24/24,4868.55,S&P500
1/25/24,4894.16,S&P500
1/26/24,4890.97,S&P500
1/29/24,4927.93,S&P500
1/30/24,4924.97,S&P500
1/31/24,4845.65,S&P500
2/1/24,4906.19,S&P500
2/2/24,4958.61,S&P500
2/5/24,4942.81,S&P500
2/6/24,4954.23,S&P500
2/7/24,4995.06,S&P500
2/8/24,4997.91,S&P500
2/9/24,5026.61,S&P500
2/12/24,5021.84,S&P500
2/13/24,4953.17,S&P500
2/14/24,5000.62,S&P500
2/15/24,5029.73,S&P500
2/16/24,5005.57,S&P500
